flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2025-04-01,scheduled,"{'airport': 'Mingaladon', 'timezone': 'Asia/Rangoon', 'iata': 'RGN', 'icao': 'VYYY', 'terminal': '3', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T05:00:00+00:00', 'estimated': '2025-04-01T05:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kyaukpyu', 'timezone': 'Asia/Rangoon', 'iata': 'KYP', 'icao': 'VYKP', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T06:10:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Myanmar Airways International', 'iata': '8M', 'icao': 'MMA'}","{'number': '4557', 'iata': '8M4557', 'icao': 'MMA4557', 'codeshared': {'airline_name': 'air kbz', 'airline_iata': 'k7', 'airline_icao': 'kbz', 'flight_number': '557', 'flight_iata': 'k7557', 'flight_icao': 'kbz557'}}",,
2025-04-01,scheduled,"{'airport': 'Taupo', 'timezone': 'Pacific/Auckland', 'iata': 'TUO', 'icao': 'NZAP', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T09:15:00+00:00', 'estimated': '2025-04-01T09:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Auckland International', 'timezone': 'Pacific/Auckland', 'iata': 'AKL', 'icao': 'NZAA', 'terminal': 'D', 'gate': '46', 'baggage': 'DTB3', 'scheduled': '2025-04-01T10:10:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air New Zealand', 'iata': 'NZ', 'icao': 'ANZ'}","{'number': '5092', 'iata': 'NZ5092', 'icao': 'ANZ5092', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T01:05:00+00:00', 'estimated': '2025-04-01T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Arkhangelsk', 'timezone': 'Europe/Moscow', 'iata': 'ARH', 'icao': 'ULAA', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T02:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Smartavia', 'iata': '5N', 'icao': 'AUL'}","{'number': '150', 'iata': '5N150', 'icao': 'AUL150', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': 10, 'scheduled': '2025-04-01T01:05:00+00:00', 'estimated': '2025-04-01T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Istanbul Airport', 'timezone': 'Europe/Istanbul', 'iata': 'IST', 'icao': 'LTFM', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T05:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Turkish Airlines', 'iata': 'TK', 'icao': 'THY'}","{'number': '404', 'iata': 'TK404', 'icao': 'THY404', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T01:05:00+00:00', 'estimated': '2025-04-01T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Kurumoch', 'timezone': 'Europe/Samara', 'iata': 'KUF', 'icao': 'UWWW', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6231', 'iata': 'SU6231', 'icao': 'AFL6231', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:50:00+00:00', 'estimated': '2025-04-01T00:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Almaty', 'timezone': 'Asia/Almaty', 'iata': 'ALA', 'icao': 'UAAA', 'terminal': '2', 'gate': None, 'baggage': '6', 'scheduled': '2025-04-01T07:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6531', 'iata': 'SU6531', 'icao': 'AFL6531', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:45:00+00:00', 'estimated': '2025-04-01T00:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Irkutsk', 'timezone': 'Asia/Irkutsk', 'iata': 'IKT', 'icao': 'UIII', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T11:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '2874', 'iata': 'SU2874', 'icao': 'AFL2874', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:35:00+00:00', 'estimated': '2025-04-01T00:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chelyabinsk', 'timezone': 'Asia/Yekaterinburg', 'iata': 'CEK', 'icao': 'USCC', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T05:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6461', 'iata': 'SU6461', 'icao': 'AFL6461', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:35:00+00:00', 'estimated': '2025-04-01T00:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Orenburg', 'timezone': 'Asia/Yekaterinburg', 'iata': 'REN', 'icao': 'UWOO', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T05:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6453', 'iata': 'SU6453', 'icao': 'AFL6453', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:30:00+00:00', 'estimated': '2025-04-01T00:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Bolshoye Savino', 'timezone': 'Asia/Yekaterinburg', 'iata': 'PEE', 'icao': 'USPP', 'terminal': 'A', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:55:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Pobeda', 'iata': 'DP', 'icao': 'PBD'}","{'number': '1569', 'iata': 'DP1569', 'icao': 'PBD1569', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:30:00+00:00', 'estimated': '2025-04-01T00:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Sheremetyevo International', 'timezone': 'Europe/Moscow', 'iata': 'SVO', 'icao': 'UUEE', 'terminal': 'B', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T02:10:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6708', 'iata': 'SU6708', 'icao': 'AFL6708', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': None, 'gate': None, 'delay': 10, 'scheduled': '2025-04-01T00:25:00+00:00', 'estimated': '2025-04-01T00:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dubai', 'timezone': 'Asia/Dubai', 'iata': 'DXB', 'icao': 'OMDB', 'terminal': '2', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T08:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'flydubai', 'iata': 'FZ', 'icao': 'FDB'}","{'number': '992', 'iata': 'FZ992', 'icao': 'FDB992', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:20:00+00:00', 'estimated': '2025-04-01T00:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Bolshoye Savino', 'timezone': 'Asia/Yekaterinburg', 'iata': 'PEE', 'icao': 'USPP', 'terminal': 'A', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Pobeda', 'iata': 'DP', 'icao': 'PBD'}","{'number': '569', 'iata': 'DP569', 'icao': 'PBD569', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:20:00+00:00', 'estimated': '2025-04-01T00:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Koltsovo International', 'timezone': 'Asia/Yekaterinburg', 'iata': 'SVX', 'icao': 'USSS', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T05:05:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6401', 'iata': 'SU6401', 'icao': 'AFL6401', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Pulkovo', 'timezone': 'Europe/Moscow', 'iata': 'LED', 'icao': 'ULLI', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T00:10:00+00:00', 'estimated': '2025-04-01T00:10:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Syktyvkar', 'timezone': 'Europe/Moscow', 'iata': 'SCW', 'icao': 'UUYY', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T02:10:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Aeroflot', 'iata': 'SU', 'icao': 'AFL'}","{'number': '6587', 'iata': 'SU6587', 'icao': 'AFL6587', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Leonardo Da Vinci (Fiumicino)', 'timezone': 'Europe/Rome', 'iata': 'FCO', 'icao': 'LIRF', 'terminal': '3', 'gate': 'E1', 'delay': None, 'scheduled': '2025-04-01T00:05:00+00:00', 'estimated': '2025-04-01T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Fascene', 'timezone': 'Indian/Antananarivo', 'iata': 'NOS', 'icao': 'FMNN', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T10:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Neos', 'iata': 'NO', 'icao': 'NOS'}","{'number': '152', 'iata': 'NO152', 'icao': 'NOS152', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Sardar Vallabhbhai Patel International Airport', 'timezone': 'Asia/Kolkata', 'iata': 'AMD', 'icao': 'VAAH', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T03:15:00+00:00', 'estimated': '2025-04-01T03:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chhatrapati Shivaji International (Sahar International)', 'timezone': 'Asia/Kolkata', 'iata': 'BOM', 'icao': 'VABB', 'terminal': '2', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Blue Dart Aviation', 'iata': 'BZ', 'icao': 'BDA'}","{'number': '481', 'iata': 'BZ481', 'icao': 'BDA481', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Sardar Vallabhbhai Patel International Airport', 'timezone': 'Asia/Kolkata', 'iata': 'AMD', 'icao': 'VAAH', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T02:45:00+00:00', 'estimated': '2025-04-01T02:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Lohegaon', 'timezone': 'Asia/Kolkata', 'iata': 'PNQ', 'icao': 'VAPO', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'IndiGo', 'iata': '6E', 'icao': 'IGO'}","{'number': '699', 'iata': '6E699', 'icao': 'IGO699', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Sardar Vallabhbhai Patel International Airport', 'timezone': 'Asia/Kolkata', 'iata': 'AMD', 'icao': 'VAAH', 'terminal': '2', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T02:40:00+00:00', 'estimated': '2025-04-01T02:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dubai', 'timezone': 'Asia/Dubai', 'iata': 'DXB', 'icao': 'OMDB', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:15:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'IndiGo', 'iata': '6E', 'icao': 'IGO'}","{'number': '1477', 'iata': '6E1477', 'icao': 'IGO1477', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Jackson Field', 'timezone': 'Pacific/Port_Moresby', 'iata': 'POM', 'icao': 'AYPY', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T07:50:00+00:00', 'estimated': '2025-04-01T07:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Goroka', 'timezone': 'Pacific/Port_Moresby', 'iata': 'GKA', 'icao': 'AYGA', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T09:15:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'PNG Air', 'iata': 'CG', 'icao': 'TOK'}","{'number': '8560', 'iata': 'CG8560', 'icao': 'TOK8560', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Irkutsk', 'timezone': 'Asia/Irkutsk', 'iata': 'IKT', 'icao': 'UIII', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T05:55:00+00:00', 'estimated': '2025-04-01T05:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Ulan-ude, Baykal', 'timezone': 'Asia/Irkutsk', 'iata': 'UUD', 'icao': 'UIUU', 'terminal': 'B', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T06:45:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'S7 Airlines', 'iata': 'S7', 'icao': 'SBI'}","{'number': '6429', 'iata': 'S76429', 'icao': 'SBI6429', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Irkutsk', 'timezone': 'Asia/Irkutsk', 'iata': 'IKT', 'icao': 'UIII', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T05:30:00+00:00', 'estimated': '2025-04-01T05:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Lensk', 'timezone': 'Asia/Yakutsk', 'iata': 'ULK', 'icao': 'UERL', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T09:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'IrAero', 'iata': 'IO', 'icao': 'IAE'}","{'number': '180', 'iata': 'IO180', 'icao': 'IAE180', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': None, 'timezone': None, 'iata': 'IKA', 'icao': 'OIIE', 'terminal': None, 'gate': None, 'delay': 10, 'scheduled': '2025-04-01T01:35:00+00:00', 'estimated': '2025-04-01T01:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Istanbul Airport', 'timezone': 'Europe/Istanbul', 'iata': 'IST', 'icao': 'LTFM', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T04:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Turkish Airlines', 'iata': 'TK', 'icao': 'THY'}","{'number': '875', 'iata': 'TK875', 'icao': 'THY875', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': None, 'timezone': None, 'iata': 'IKA', 'icao': 'OIIE', 'terminal': None, 'gate': None, 'delay': 5, 'scheduled': '2025-04-01T00:50:00+00:00', 'estimated': '2025-04-01T00:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dubai', 'timezone': 'Asia/Dubai', 'iata': 'DXB', 'icao': 'OMDB', 'terminal': '3', 'gate': None, 'baggage': '8', 'scheduled': '2025-04-01T03:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'flydubai', 'iata': 'FZ', 'icao': 'FDB'}","{'number': '1930', 'iata': 'FZ1930', 'icao': 'FDB1930', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': None, 'timezone': None, 'iata': 'IKA', 'icao': 'OIIE', 'terminal': None, 'gate': None, 'delay': 5, 'scheduled': '2025-04-01T00:50:00+00:00', 'estimated': '2025-04-01T00:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dubai', 'timezone': 'Asia/Dubai', 'iata': 'DXB', 'icao': 'OMDB', 'terminal': '3', 'gate': None, 'baggage': '8', 'scheduled': '2025-04-01T03:35:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Emirates', 'iata': 'EK', 'icao': 'UAE'}","{'number': '2491', 'iata': 'EK2491', 'icao': 'UAE2491', 'codeshared': {'airline_name': 'flydubai', 'airline_iata': 'fz', 'airline_icao': 'fdb', 'flight_number': '1930', 'flight_iata': 'fz1930', 'flight_icao': 'fdb1930'}}",,
2025-04-01,scheduled,"{'airport': 'Mount Isa', 'timezone': 'Australia/Brisbane', 'iata': 'ISA', 'icao': 'YBMA', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T08:00:00+00:00', 'estimated': '2025-04-01T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Camooweal', 'timezone': 'Australia/Brisbane', 'iata': 'CML', 'icao': 'YCMW', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T08:43:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Mount Isa', 'timezone': 'Australia/Brisbane', 'iata': 'ISA', 'icao': 'YBMA', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T08:00:00+00:00', 'estimated': '2025-04-01T08:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Boulia', 'timezone': 'Australia/Brisbane', 'iata': 'BQL', 'icao': 'YBOU', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T08:50:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Rex Regional Express', 'iata': 'ZL', 'icao': 'RXA'}","{'number': '5661', 'iata': 'ZL5661', 'icao': 'RXA5661', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Moorabbin', 'timezone': 'Australia/Melbourne', 'iata': 'MBW', 'icao': 'YMMB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T07:30:00+00:00', 'estimated': '2025-04-01T07:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Albury', 'timezone': 'Australia/Sydney', 'iata': 'ABX', 'icao': 'YMAY', 'terminal': '2', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T08:30:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Alama Iqbal International', 'timezone': 'Asia/Karachi', 'iata': 'LHE', 'icao': 'OPLA', 'terminal': 'M', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T02:50:00+00:00', 'estimated': '2025-04-01T02:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'King Abdulaziz International', 'timezone': 'Asia/Riyadh', 'iata': 'JED', 'icao': 'OEJN', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T06:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Saudia', 'iata': 'SV', 'icao': 'SVA'}","{'number': '739', 'iata': 'SV739', 'icao': 'SVA739', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Alama Iqbal International', 'timezone': 'Asia/Karachi', 'iata': 'LHE', 'icao': 'OPLA', 'terminal': 'M', 'gate': None, 'delay': None, 'scheduled': '2025-04-01T02:50:00+00:00', 'estimated': '2025-04-01T02:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'King Abdulaziz International', 'timezone': 'Asia/Riyadh', 'iata': 'JED', 'icao': 'OEJN', 'terminal': '1', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T06:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Alitalia', 'iata': 'AZ', 'icao': 'AZA'}","{'number': '5220', 'iata': 'AZ5220', 'icao': 'AZA5220', 'codeshared': {'airline_name': 'saudia', 'airline_iata': 'sv', 'airline_icao': 'sva', 'flight_number': '739', 'flight_iata': 'sv739', 'flight_icao': 'sva739'}}",,
2025-04-01,scheduled,"{'airport': 'Alama Iqbal International', 'timezone': 'Asia/Karachi', 'iata': 'LHE', 'icao': 'OPLA', 'terminal': 'M', 'gate': None, 'delay': 120, 'scheduled': '2025-04-01T04:45:00+00:00', 'estimated': '2025-04-01T04:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'King Khaled International', 'timezone': 'Asia/Riyadh', 'iata': 'RUH', 'icao': 'OERK', 'terminal': '3', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T07:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Pakistan International Airlines', 'iata': 'PK', 'icao': 'PIA'}","{'number': '725', 'iata': 'PK725', 'icao': 'PIA725', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Faleolo', 'timezone': 'Pacific/Apia', 'iata': 'APW', 'icao': 'NSFA', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2025-04-01T11:00:00+00:00', 'estimated': '2025-04-01T11:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hobart', 'timezone': 'Australia/Hobart', 'iata': 'HBA', 'icao': 'YMHB', 'terminal': 'I', 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T15:25:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'SmartWings', 'iata': 'QS', 'icao': 'TVS'}","{'number': '4365', 'iata': 'QS4365', 'icao': 'TVS4365', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Vnukovo', 'timezone': 'Europe/Moscow', 'iata': 'VKO', 'icao': 'UUWW', 'terminal': 'A', 'gate': '26', 'delay': 5, 'scheduled': '2025-04-01T01:05:00+00:00', 'estimated': '2025-04-01T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Zvartnots International', 'timezone': 'Asia/Yerevan', 'iata': 'EVN', 'icao': 'UDYZ', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T05:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Fly One', 'iata': '5F', 'icao': 'FIA'}","{'number': '324', 'iata': '5F324', 'icao': 'FIA324', 'codeshared': None}",,
2025-04-01,scheduled,"{'airport': 'Vnukovo', 'timezone': 'Europe/Moscow', 'iata': 'VKO', 'icao': 'UUWW', 'terminal': 'A', 'gate': '26', 'delay': 5, 'scheduled': '2025-04-01T01:05:00+00:00', 'estimated': '2025-04-01T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Zvartnots International', 'timezone': 'Asia/Yerevan', 'iata': 'EVN', 'icao': 'UDYZ', 'terminal': None, 'gate': None, 'baggage': None, 'scheduled': '2025-04-01T05:00:00+00:00', 'delay': None, 'estimated': None, 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Fly One', 'iata': '5F', 'icao': 'FIA'}","{'number': '9324', 'iata': '5F9324', 'icao': 'FIA9324', 'codeshared': {'airline_name': 'fly one', 'airline_iata': '5f', 'airline_icao': 'fia', 'flight_number': '324', 'flight_iata': '5f324', 'flight_icao': 'fia324'}}",,
